total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho
64.15,3.08,2.18,-1.25,2.18
64.15,0.31,2.21,-1.26,2.21
107.64,40.99,9.03,-7.23,8.61
104.74,39.03,9.03,-7.26,8.6
106.16,39.99,9.03,-7.24,8.61
107.64,40.99,9.03,-7.23,8.61
108.5,41.58,9.03,-7.22,8.61
63.67,13.75,3.13,-1.26,2.61
93.27,30.13,8.42,-6.36,7.73
126.59,55.42,8.96,-7.03,8.57
125.23,57.56,8.82,-6.82,7.42
67.76,80.78,2.97,-1.07,2.74
63.67,13.75,3.09,-1.21,2.15
92.77,31.35,8.01,-5.92,7.75
118.89,49.13,9.01,-7.14,8.58
129.74,58.25,8.92,-6.96,8.77
127.51,59.6,8.87,-6.89,8.26
129.74,58.25,8.91,-6.94,8.82
105.3,39.66,8.54,-6.49,7.86
110.06,44.34,8.67,-6.64,7.12
125.23,54.22,8.81,-6.8,5.27
104.08,38.6,9.01,-7.27,7.64
99.42,35.58,8.99,-7.29,7.61
104.08,38.6,9.02,-7.27,8.6
79.31,7.48,8.72,-7.24,8.72
75.05,17.9,8.88,-7.29,8.47
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.03
63.67,13.75,3.09,-1.21,2.15
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.74
62.86,13.54,7.57,-5.47,5.33
63.67,13.75,3.09,-1.21,2.15
67.76,80.78,2.97,-1.07,2.74
105.96,181.62,2.92,-1.03,2.92
63.67,13.75,3.13,-1.26,2.61
63.67,13.75,3.09,-1.21,2.15
74.99,20.32,7.83,-5.74,7.14
66.74,15.62,7.75,-5.65,6.63
89.62,29.41,8.26,-6.18,8.03
88.73,28.86,8.3,-6.23,8.08
92.77,31.35,8.01,-5.92,7.75
123.26,52.56,8.78,-6.77,7.25
116.57,45.78,9.03,-7.18,8.06
116.57,47.35,9.02,-7.17,8.06
118.89,49.13,9.02,-7.14,8.58
123.03,52.44,8.99,-7.09,8.55
126.59,55.42,8.96,-7.03,8.57
123.03,52.44,8.99,-7.09,8.56
126.59,55.42,8.95,-7.02,8.95
129.74,58.25,8.92,-6.96,8.83
128.21,56.86,8.95,-7.0,8.95
129.74,58.25,8.9,-6.93,8.81
127.51,57.56,8.85,-6.86,7.45
127.51,59.6,8.87,-6.89,7.48
129.74,59.6,8.9,-6.92,8.28
128.21,56.86,8.93,-6.98,8.78
92.77,31.35,7.99,-5.91,7.74
105.3,39.66,8.47,-6.41,7.79
93.27,30.13,8.35,-6.28,8.12
108.36,41.45,8.59,-6.55,7.92
105.3,39.66,8.54,-6.49,7.86
123.26,44.87,8.75,-6.73,7.21
111.71,44.34,8.71,-6.68,7.16
125.23,57.56,8.84,-6.84,7.44
125.23,54.22,8.81,-6.8,5.27
108.36,41.45,8.59,-6.55,7.92
111.71,44.87,8.73,-6.7,7.18
111.71,44.34,8.7,-6.67,7.15
99.42,35.58,9.0,-7.28,7.62
105.55,39.58,9.02,-7.25,8.61
121.06,50.82,9.01,-7.12,8.57
124.86,53.94,8.98,-7.07,8.54
113.09,45.78,9.03,-7.19,8.06
116.57,47.35,9.02,-7.16,8.58
104.08,38.6,9.02,-7.27,8.6
107.03,40.58,9.03,-7.24,8.61
95.89,33.34,8.97,-7.29,8.05
100.67,36.38,9.0,-7.28,7.62
104.08,38.6,9.01,-7.27,7.63
75.05,17.9,8.88,-7.29,8.43
80.99,24.23,8.93,-7.3,8.15
65.47,1.95,8.71,-7.24,8.71
65.72,15.06,8.83,-7.28,8.43
65.72,15.06,8.83,-7.28,8.43
91.29,31.22,8.94,-7.3,8.16
75.05,17.9,8.88,-7.29,8.47
91.29,31.22,8.94,-7.3,8.72
103.37,16.69,2.03,-1.22,2.02
65.47,1.95,8.69,-7.23,8.14
66.09,2.14,2.16,-1.25,2.16
65.47,1.95,8.69,-7.23,8.15
107.03,40.58,9.03,-7.24,8.61
67.76,80.78,2.96,-1.06,2.95
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.96,-1.06,2.95
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.03
67.76,80.78,2.97,-1.07,2.74
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.09,-1.21,2.15
67.76,80.78,2.97,-1.07,2.03
63.67,13.75,3.09,-1.21,2.15
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.74
63.67,13.75,3.15,-1.28,2.13
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.13,-1.26,2.61
67.76,80.78,2.97,-1.07,2.03
63.67,13.75,3.09,-1.21,2.15
67.76,80.78,2.97,-1.07,2.74
67.76,80.78,2.97,-1.07,2.74
105.96,181.62,2.92,-1.03,2.92
67.76,80.78,2.96,-1.06,2.95
380.41,186.79,2.37,-0.51,1.77
67.76,80.78,2.96,-1.06,2.95
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.09,-1.21,2.15
63.67,13.75,3.13,-1.26,2.61
63.67,13.75,3.09,-1.21,2.15
62.86,13.54,7.57,-5.47,5.33
63.67,13.75,3.13,-1.26,2.61
62.86,13.54,7.63,-5.53,5.82
62.86,13.54,7.57,-5.47,5.33
66.74,15.62,7.7,-5.6,6.4
93.33,31.71,7.91,-5.82,7.62
93.33,31.71,7.91,-5.82,7.62
66.74,15.62,7.75,-5.65,6.63
92.13,30.96,8.09,-6.01,7.84
92.13,30.96,8.09,-6.01,7.84
92.77,31.35,8.02,-5.94,7.77
93.27,30.13,8.33,-6.25,8.1
93.27,30.13,8.35,-6.28,8.12
89.62,29.41,8.28,-6.2,8.05
92.13,30.96,8.08,-5.99,7.82
92.77,31.35,8.01,-5.92,7.75
92.13,30.96,8.08,-5.99,7.82
93.33,31.71,7.96,-5.87,7.72
93.33,31.71,7.96,-5.87,7.72
105.3,39.66,8.45,-6.39,7.77
93.27,30.13,8.37,-6.3,8.15
88.73,28.86,8.3,-6.23,8.08
90.48,29.94,8.23,-6.15,8.0
125.23,57.56,8.82,-6.82,7.42
125.23,54.22,8.81,-6.8,5.27
116.57,47.35,9.02,-7.16,8.06
113.09,45.78,9.03,-7.2,8.06
113.09,45.78,9.03,-7.19,8.06
116.57,45.78,9.03,-7.18,8.06
116.57,47.35,9.02,-7.16,8.58
118.89,49.13,9.02,-7.14,8.58
116.57,47.35,9.02,-7.16,8.58
121.06,50.82,9.0,-7.11,8.57
123.03,52.44,8.99,-7.09,8.56
121.06,50.82,9.01,-7.12,8.57
124.86,53.94,8.98,-7.06,8.58
126.59,55.42,8.96,-7.03,8.57
124.86,53.94,8.98,-7.06,8.54
126.59,55.42,8.97,-7.04,8.57
124.86,53.94,8.98,-7.07,8.54
124.86,53.94,8.98,-7.07,8.54
121.06,50.82,9.01,-7.12,8.57
123.03,52.44,9.0,-7.1,8.56
126.59,55.42,8.96,-7.02,8.56
126.59,55.42,8.95,-7.02,8.95
126.59,55.42,8.95,-7.02,8.95
129.74,58.25,8.92,-6.96,8.77
129.74,58.25,8.92,-6.96,8.83
129.74,58.25,8.92,-6.96,8.77
129.74,58.25,8.91,-6.95,8.83
129.74,58.25,8.92,-6.96,8.77
129.74,58.25,8.92,-6.96,8.77
129.74,58.25,8.91,-6.95,8.83
129.74,59.6,8.9,-6.92,8.28
127.51,59.6,8.87,-6.89,7.48
127.51,59.6,8.87,-6.89,8.26
127.51,59.6,8.87,-6.89,8.26
125.23,57.56,8.84,-6.84,7.44
127.51,57.56,8.85,-6.85,7.45
127.51,59.6,8.87,-6.88,7.47
129.74,59.6,8.9,-6.92,8.28
129.74,59.6,8.9,-6.92,8.28
127.51,59.6,8.87,-6.89,8.26
129.74,58.25,8.91,-6.94,8.82
129.74,59.6,8.9,-6.92,8.28
129.74,58.25,8.9,-6.93,8.81
126.59,55.42,8.95,-7.02,8.95
126.59,55.42,8.95,-7.02,8.95
129.74,58.25,8.92,-6.96,8.83
128.21,56.86,8.94,-6.99,8.94
127.51,57.56,8.86,-6.87,7.46
62.86,13.54,7.63,-5.53,5.82
92.77,31.35,7.99,-5.91,7.74
93.33,31.71,7.91,-5.82,7.62
93.33,31.71,7.96,-5.87,7.72
66.74,15.62,7.75,-5.65,6.63
93.27,30.13,8.33,-6.25,8.1
92.13,30.96,8.05,-5.96,7.79
105.3,39.66,8.45,-6.39,7.77
93.27,30.13,8.37,-6.3,8.15
105.3,39.66,8.5,-6.45,7.82
105.3,39.66,8.47,-6.41,7.79
105.3,39.66,8.45,-6.39,7.77
88.73,28.86,8.3,-6.23,8.08
93.27,30.13,8.33,-6.25,8.1
105.3,39.66,8.51,-6.46,7.83
105.3,39.66,8.48,-6.42,7.8
105.3,39.66,8.54,-6.49,7.86
110.06,42.65,8.62,-6.58,7.95
108.36,41.45,8.59,-6.55,7.92
108.36,41.45,8.57,-6.52,7.89
123.26,44.87,8.75,-6.73,7.21
125.23,54.22,8.81,-6.8,5.27
123.26,44.87,8.76,-6.75,7.23
111.71,44.34,8.71,-6.69,7.17
110.06,44.34,8.69,-6.66,7.13
111.71,44.87,8.73,-6.7,7.18
110.06,42.65,8.67,-6.63,7.11
125.23,57.56,8.82,-6.82,7.42
125.23,57.56,8.81,-6.81,7.41
127.51,59.6,8.87,-6.88,7.47
125.23,57.56,8.84,-6.85,7.44
125.23,57.56,8.81,-6.81,7.41
125.23,54.22,8.81,-6.8,5.27
125.23,57.56,8.81,-6.81,7.41
105.3,39.66,8.5,-6.45,7.82
110.06,42.65,8.62,-6.58,7.95
108.36,41.45,8.56,-6.51,7.88
108.36,41.45,8.56,-6.51,7.88
105.3,39.66,8.54,-6.49,7.86
111.71,44.87,8.74,-6.72,7.2
111.71,44.34,8.7,-6.67,7.15
125.23,54.22,8.81,-6.8,5.27
123.26,44.87,8.75,-6.73,7.21
125.23,54.22,8.81,-6.8,5.27
111.71,44.87,8.74,-6.72,7.2
108.36,41.45,8.59,-6.55,7.92
110.06,44.34,8.69,-6.66,7.13
111.71,44.34,8.71,-6.69,7.17
110.06,42.65,8.62,-6.58,7.95
104.08,38.6,9.01,-7.28,7.63
104.08,38.6,9.02,-7.26,8.6
105.55,39.58,9.02,-7.25,8.61
107.03,40.58,9.03,-7.24,8.61
108.5,41.58,9.03,-7.23,8.61
107.03,40.58,9.03,-7.24,8.61
126.59,55.42,8.95,-7.02,8.95
129.74,58.25,8.92,-6.96,8.77
126.59,55.42,8.96,-7.02,8.56
126.59,55.42,8.95,-7.02,8.95
123.03,52.44,8.99,-7.08,8.55
124.86,53.94,8.97,-7.05,8.58
118.89,49.13,9.01,-7.13,8.57
121.06,50.82,9.0,-7.11,8.56
123.03,52.44,8.99,-7.09,8.56
116.57,47.35,9.02,-7.16,8.06
116.57,47.35,9.02,-7.16,8.58
111.76,44.27,9.03,-7.22,8.61
116.57,45.78,9.03,-7.19,8.06
116.57,45.78,9.03,-7.19,8.06
116.57,47.35,9.02,-7.17,8.06
116.57,47.35,9.02,-7.17,8.06
118.89,49.13,9.02,-7.14,8.58
116.57,47.35,9.02,-7.16,8.58
107.03,40.58,9.03,-7.25,8.61
107.03,40.58,9.03,-7.24,8.61
104.08,38.6,9.02,-7.27,8.6
105.55,39.58,9.02,-7.26,8.6
104.08,38.6,9.02,-7.27,8.6
105.55,39.58,9.02,-7.26,8.61
105.55,39.58,9.02,-7.26,8.6
99.42,35.58,9.0,-7.28,7.62
104.08,38.6,9.01,-7.27,7.63
94.33,32.37,8.97,-7.29,8.05
99.42,35.58,8.99,-7.29,7.61
95.89,33.34,8.98,-7.29,8.06
99.42,35.58,9.0,-7.28,7.62
99.42,35.58,8.99,-7.29,7.61
99.42,35.58,8.99,-7.29,7.61
100.67,36.38,9.0,-7.28,7.62
99.42,35.58,9.0,-7.28,7.62
104.08,38.6,9.01,-7.27,7.64
104.08,38.6,9.01,-7.27,7.64
104.08,38.6,9.01,-7.27,7.63
104.08,38.6,9.01,-7.28,7.63
104.08,38.6,9.01,-7.27,7.64
80.99,24.23,8.93,-7.3,8.15
91.29,31.22,8.94,-7.3,8.72
75.05,17.9,8.88,-7.29,8.47
75.05,21.66,8.89,-7.29,8.79
75.05,21.66,8.89,-7.29,8.79
79.31,7.48,8.72,-7.25,8.68
65.01,14.55,8.8,-7.27,8.08
65.47,1.95,8.71,-7.24,8.71
65.01,14.55,8.8,-7.27,8.46
65.01,14.55,8.8,-7.27,8.46
65.47,1.95,8.71,-7.24,8.71
65.01,14.55,8.81,-7.27,8.46
65.01,14.55,8.8,-7.27,8.46
65.72,15.06,8.85,-7.29,8.46
65.72,15.06,8.85,-7.29,8.46
65.72,15.06,8.83,-7.28,8.43
65.72,15.06,8.85,-7.29,8.46
65.72,15.06,8.83,-7.28,8.43
65.72,15.06,8.85,-7.29,8.46
91.29,31.22,8.94,-7.3,8.72
75.05,21.66,8.89,-7.29,8.79
91.29,31.22,8.94,-7.3,8.16
94.33,32.37,8.97,-7.29,8.04
94.33,32.37,8.96,-7.29,8.04
65.72,15.06,8.85,-7.29,8.46
75.05,17.9,8.88,-7.29,8.47
94.33,32.37,8.97,-7.29,8.05
75.05,21.66,8.89,-7.29,8.79
75.05,21.66,8.89,-7.29,8.79
91.29,31.22,8.94,-7.3,8.16
103.37,16.69,2.01,-1.21,2.0
103.37,16.69,2.01,-1.21,2.0
65.47,1.95,8.71,-7.24,8.47
66.09,2.14,2.16,-1.25,2.16
66.09,2.14,2.16,-1.25,2.16
103.37,16.69,2.03,-1.22,2.02
66.09,2.14,2.16,-1.25,2.16
66.09,2.14,2.16,-1.25,2.16
65.47,1.95,8.69,-7.23,8.15
66.09,1.95,2.19,-1.25,2.19
65.47,1.95,8.71,-7.24,8.47
65.47,1.95,8.71,-7.24,8.47
65.47,1.95,8.71,-7.24,8.47
66.09,2.14,2.17,-1.25,2.17
66.09,1.95,2.18,-1.25,2.18
65.47,1.95,8.69,-7.23,8.15
108.5,41.58,9.03,-7.23,8.61
105.55,39.58,9.02,-7.26,8.61
107.03,40.58,9.03,-7.24,8.61
108.5,41.58,9.03,-7.23,8.61
109.33,42.16,9.03,-7.22,8.62
60.82,13.66,1.79,-0.94,1.64
97.75,35.98,8.38,-6.32,8.15
131.94,61.77,8.96,-7.03,8.57
126.69,56.77,8.81,-6.81,7.39
60.82,26.84,1.76,-0.93,1.72
60.82,13.66,1.78,-0.94,1.45
91.98,30.87,7.97,-5.88,7.72
121.09,50.85,9.01,-7.14,8.58
133.32,61.77,8.91,-6.95,8.82
128.99,60.96,8.87,-6.89,8.25
131.21,59.65,8.9,-6.93,8.81
106.47,42.3,8.53,-6.48,7.84
112.05,44.04,8.67,-6.64,7.11
126.69,56.77,8.8,-6.8,5.25
104.94,39.17,9.01,-7.27,7.65
99.71,35.76,8.99,-7.29,7.62
104.94,39.17,9.01,-7.27,8.6
54.89,8.29,8.72,-7.25,8.71
74.85,20.51,8.88,-7.3,8.48
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.43
60.82,13.66,1.78,-0.94,1.45
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.72
63.33,13.54,7.56,-5.46,5.34
60.82,13.66,1.78,-0.94,1.45
60.82,26.84,1.76,-0.93,1.72
91.09,179.31,1.75,0.93,1.73
60.82,13.66,1.79,-0.94,1.42
60.82,13.66,1.78,-0.94,1.45
80.87,24.25,7.77,-5.68,6.63
66.79,15.66,7.72,-5.63,6.78
89.26,29.18,8.25,-6.17,8.01
89.26,29.18,8.29,-6.22,8.06
91.98,30.87,8.01,-5.93,7.76
124.32,53.45,8.77,-6.76,7.22
116.55,47.35,9.02,-7.18,8.07
118.91,49.14,9.02,-7.17,8.07
121.09,50.85,9.01,-7.14,8.58
130.47,54.0,8.99,-7.08,8.55
131.94,61.77,8.96,-7.03,8.57
130.47,54.0,8.99,-7.09,8.56
131.94,61.77,8.95,-7.01,8.95
133.32,61.77,8.91,-6.95,8.82
133.32,61.77,8.94,-7.0,8.94
131.21,60.96,8.89,-6.93,8.8
128.99,58.85,8.84,-6.85,7.44
128.99,60.96,8.86,-6.88,7.46
131.21,60.96,8.89,-6.92,8.27
133.32,61.77,8.93,-6.98,8.78
91.98,30.87,7.97,-5.88,7.72
106.47,39.94,8.49,-6.43,7.79
97.75,35.98,8.34,-6.27,8.11
108.6,41.62,8.6,-6.55,7.91
106.47,42.3,8.53,-6.48,7.84
112.83,44.6,8.74,-6.73,7.19
112.05,44.04,8.7,-6.67,7.14
126.69,58.85,8.82,-6.83,7.41
126.69,56.77,8.81,-6.81,7.39
108.6,42.3,8.58,-6.53,7.89
112.83,44.6,8.72,-6.7,7.16
112.05,44.04,8.69,-6.67,7.13
99.71,35.76,8.99,-7.29,7.62
106.41,40.16,9.02,-7.25,8.61
123.09,52.46,9.0,-7.12,8.57
130.47,55.48,8.98,-7.06,8.55
116.55,47.35,9.02,-7.19,8.07
118.91,49.14,9.01,-7.16,8.59
104.94,39.17,9.01,-7.27,8.6
107.88,41.15,9.02,-7.25,8.61
98.42,33.51,8.97,-7.29,8.06
100.88,36.52,9.0,-7.28,7.63
104.94,39.17,9.01,-7.27,7.64
71.41,20.51,8.88,-7.29,8.43
89.3,30.26,8.93,-7.3,8.16
67.08,2.71,8.71,-7.25,8.71
66.56,15.51,8.83,-7.28,8.44
66.56,15.51,8.83,-7.28,8.44
89.3,30.26,8.93,-7.3,8.16
74.85,20.51,8.88,-7.3,8.48
89.3,30.26,8.93,-7.3,8.16
97.03,14.48,2.03,-1.22,2.01
67.08,2.71,8.69,-7.24,8.15
64.36,1.08,2.16,-1.25,2.16
67.08,2.71,8.69,-7.24,8.16
107.88,41.15,9.02,-7.24,8.62
60.82,26.84,1.76,0.93,1.73
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,0.93,1.73
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.43
60.82,26.84,1.76,-0.93,1.72
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.78,-0.94,1.45
60.82,26.84,1.76,-0.93,1.43
60.82,13.66,1.78,0.94,1.78
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.72
60.82,13.66,1.79,-0.94,1.42
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.79,-0.94,1.42
60.82,26.84,1.76,-0.93,1.43
60.82,13.66,1.78,-0.94,1.45
60.82,26.84,1.76,-0.93,1.72
60.82,26.84,1.76,-0.93,1.72
91.09,179.31,1.75,0.93,1.73
60.82,26.84,1.76,0.93,1.73
366.38,186.65,1.65,-0.94,1.48
60.82,26.84,1.76,0.93,1.73
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.78,-0.94,1.45
60.82,13.66,1.79,-0.94,1.42
60.82,13.66,1.79,-0.94,1.64
63.33,13.54,7.56,-5.46,5.34
60.82,13.66,1.79,-0.94,1.64
63.33,13.54,7.59,-5.49,5.43
63.33,13.54,7.56,-5.46,5.34
66.79,15.66,7.68,-5.58,6.51
92.54,31.21,7.91,-5.82,7.55
92.54,31.21,7.91,-5.82,7.55
80.87,24.25,7.75,-5.66,6.65
91.42,30.52,8.08,-6.0,7.83
91.42,30.52,8.08,-6.0,7.83
91.98,30.87,8.01,-5.93,7.76
97.75,35.98,8.32,-6.25,8.08
97.75,35.98,8.34,-6.27,8.11
89.26,29.18,8.27,-6.2,8.04
91.42,30.52,8.05,-5.97,7.81
91.98,30.87,8.0,-5.91,7.75
91.42,30.52,8.05,-5.97,7.81
92.54,31.21,7.95,-5.86,7.72
92.54,31.21,7.95,-5.86,7.72
106.47,39.88,8.45,-6.38,7.75
97.75,35.98,8.36,-6.29,8.13
89.26,29.18,8.29,-6.22,8.06
90.09,29.7,8.22,-6.15,7.99
126.69,58.85,8.82,-6.82,7.4
126.69,56.77,8.8,-6.8,5.25
118.91,49.14,9.02,-7.16,8.06
116.55,47.35,9.02,-7.2,8.07
116.55,47.35,9.02,-7.19,8.07
116.55,47.35,9.02,-7.18,8.07
118.91,49.14,9.01,-7.16,8.59
121.09,50.85,9.01,-7.14,8.58
118.91,49.14,9.01,-7.16,8.59
123.09,52.46,9.0,-7.11,8.57
130.47,54.0,8.99,-7.09,8.56
123.09,52.46,9.0,-7.12,8.57
130.47,55.48,8.97,-7.05,8.58
131.94,61.77,8.96,-7.03,8.57
130.47,55.48,8.97,-7.06,8.54
131.94,56.91,8.96,-7.04,8.57
130.47,55.48,8.98,-7.06,8.55
130.47,55.48,8.98,-7.06,8.55
123.09,52.46,9.0,-7.12,8.57
124.93,54.0,8.99,-7.09,8.56
131.94,61.77,8.95,-7.02,8.56
131.94,61.77,8.94,-7.01,8.94
131.94,61.77,8.95,-7.01,8.95
133.32,61.77,8.92,-6.96,8.76
133.32,61.77,8.91,-6.95,8.82
133.32,61.77,8.92,-6.96,8.76
133.32,61.77,8.91,-6.95,8.82
133.32,61.77,8.91,-6.95,8.82
133.32,61.77,8.92,-6.96,8.76
133.32,61.77,8.91,-6.95,8.82
131.21,60.96,8.89,-6.92,8.27
128.99,60.96,8.86,-6.88,7.46
128.99,60.96,8.87,-6.89,8.25
128.99,60.96,8.87,-6.89,8.25
126.69,58.85,8.83,-6.83,7.42
128.99,58.85,8.84,-6.85,7.43
128.99,60.96,8.86,-6.87,7.45
131.21,60.96,8.89,-6.92,8.27
131.21,60.96,8.89,-6.92,8.27
128.99,60.96,8.87,-6.89,8.25
131.21,59.65,8.9,-6.93,8.81
131.21,60.96,8.89,-6.92,8.27
131.21,60.96,8.89,-6.93,8.8
131.94,61.77,8.95,-7.01,8.95
131.94,61.77,8.95,-7.01,8.95
133.32,61.77,8.91,-6.95,8.82
133.32,61.77,8.93,-6.99,8.93
128.99,58.85,8.85,-6.86,7.44
63.33,13.54,7.59,-5.49,5.43
91.98,30.87,7.97,-5.88,7.72
92.54,31.21,7.88,-5.79,7.6
91.98,30.87,7.96,-5.87,7.73
66.79,15.66,7.72,-5.63,6.78
97.75,35.98,8.32,-6.25,8.08
91.42,30.52,8.05,-5.97,7.81
106.47,39.88,8.44,-6.37,7.74
97.75,35.98,8.36,-6.29,8.13
106.47,39.94,8.5,-6.45,7.81
106.47,39.88,8.47,-6.41,7.77
106.47,39.88,8.44,-6.37,7.74
89.26,29.18,8.29,-6.22,8.06
97.75,35.98,8.34,-6.27,8.11
106.47,39.94,8.5,-6.45,7.81
106.47,39.94,8.49,-6.43,7.79
106.47,42.3,8.53,-6.48,7.84
110.53,42.82,8.61,-6.57,7.93
108.6,41.62,8.6,-6.55,7.91
108.6,42.3,8.57,-6.52,7.88
112.83,44.6,8.74,-6.72,7.19
126.69,56.77,8.8,-6.8,5.25
112.83,44.6,8.76,-6.74,7.21
112.05,44.04,8.71,-6.68,7.15
112.05,44.04,8.68,-6.65,7.11
112.83,44.6,8.72,-6.7,7.16
110.53,42.82,8.65,-6.62,7.08
126.69,56.77,8.81,-6.81,7.4
126.69,56.77,8.81,-6.81,7.39
128.99,60.96,8.85,-6.87,7.45
128.99,58.85,8.84,-6.85,7.43
126.69,56.77,8.81,-6.81,7.39
126.69,56.77,8.8,-6.8,5.25
126.69,56.77,8.81,-6.81,7.39
106.47,39.94,8.5,-6.45,7.81
110.53,42.82,8.61,-6.57,7.93
108.6,42.3,8.57,-6.52,7.88
108.6,42.3,8.55,-6.5,7.86
106.47,42.3,8.53,-6.48,7.84
112.83,44.6,8.74,-6.72,7.19
112.05,44.04,8.69,-6.67,7.13
126.69,56.77,8.8,-6.8,5.25
112.83,44.6,8.74,-6.72,7.19
126.69,56.77,8.8,-6.8,5.25
112.83,44.6,8.73,-6.7,7.17
108.6,42.3,8.58,-6.53,7.89
112.05,44.04,8.68,-6.65,7.11
112.05,44.04,8.71,-6.68,7.15
110.53,42.82,8.61,-6.57,7.93
104.94,39.17,9.0,-7.28,7.64
106.41,40.16,9.02,-7.26,8.61
106.41,40.16,9.02,-7.25,8.61
107.88,41.15,9.02,-7.24,8.62
109.33,42.16,9.03,-7.23,8.62
107.88,41.15,9.02,-7.24,8.62
131.94,61.77,8.95,-7.01,8.95
133.32,61.77,8.92,-6.96,8.76
131.94,61.77,8.95,-7.02,8.56
131.94,61.77,8.95,-7.01,8.95
130.47,54.0,8.98,-7.08,8.55
130.47,55.48,8.97,-7.05,8.58
121.09,50.85,9.01,-7.13,8.58
123.09,52.46,9.0,-7.1,8.57
130.47,54.0,8.99,-7.09,8.56
118.91,49.14,9.02,-7.16,8.06
118.91,49.14,9.01,-7.16,8.59
111.0,43.31,9.03,-7.21,8.62
116.55,47.35,9.02,-7.18,8.07
116.55,47.35,9.02,-7.18,8.07
118.91,49.14,9.02,-7.16,8.06
118.91,49.14,9.02,-7.17,8.07
121.09,50.85,9.01,-7.14,8.58
118.91,49.14,9.01,-7.16,8.59
107.88,41.15,9.02,-7.25,8.61
107.88,41.15,9.02,-7.24,8.62
104.94,39.17,9.01,-7.27,8.6
106.41,40.16,9.02,-7.26,8.61
104.94,39.17,9.01,-7.27,8.6
106.41,40.16,9.02,-7.26,8.61
106.41,40.16,9.02,-7.26,8.61
99.71,35.76,9.0,-7.28,7.63
104.94,39.17,9.01,-7.28,7.64
98.42,32.58,8.97,-7.3,8.06
99.71,35.76,8.99,-7.29,7.62
98.42,33.51,8.97,-7.29,8.07
99.71,35.76,8.99,-7.29,7.62
99.71,35.76,8.99,-7.29,7.62
99.71,35.76,8.99,-7.29,7.62
104.94,39.17,9.0,-7.28,7.64
100.88,36.52,9.0,-7.28,7.63
104.94,39.17,9.01,-7.27,7.65
104.94,39.17,9.01,-7.27,7.65
104.94,39.17,9.01,-7.27,7.65
104.94,39.17,9.0,-7.28,7.64
104.94,39.17,9.01,-7.27,7.65
78.99,23.29,8.93,-7.3,8.16
89.3,30.26,8.94,-7.3,8.72
71.41,20.51,8.88,-7.29,8.43
74.85,20.51,8.89,-7.3,8.79
74.85,20.51,8.89,-7.3,8.79
54.89,8.29,8.72,-7.25,8.68
65.75,15.01,8.8,-7.27,8.09
67.08,2.71,8.71,-7.25,8.71
65.75,15.01,8.8,-7.28,8.46
65.75,15.01,8.8,-7.28,8.46
67.08,2.71,8.71,-7.25,8.71
65.75,15.01,8.8,-7.28,8.47
65.75,15.01,8.8,-7.28,8.46
71.41,15.51,8.85,-7.29,8.46
71.41,15.51,8.85,-7.29,8.46
66.56,15.51,8.83,-7.28,8.44
71.41,15.51,8.85,-7.29,8.46
66.56,15.51,8.83,-7.28,8.44
71.41,15.51,8.85,-7.29,8.46
89.3,30.26,8.94,-7.3,8.72
74.85,20.51,8.89,-7.3,8.79
89.3,30.26,8.93,-7.3,8.16
98.42,32.58,8.96,-7.3,8.05
89.3,30.26,8.95,-7.3,8.34
71.41,15.51,8.85,-7.29,8.46
74.85,20.51,8.88,-7.3,8.48
98.42,32.58,8.97,-7.3,8.06
74.85,20.51,8.89,-7.3,8.79
74.85,20.51,8.89,-7.3,8.79
89.3,30.26,8.93,-7.3,8.16
100.14,15.6,2.01,-1.21,2.0
100.14,15.6,2.01,-1.21,2.0
67.08,2.71,8.71,-7.24,8.48
64.36,1.08,2.16,-1.25,2.16
64.36,1.08,2.16,-1.25,2.16
97.03,14.48,2.03,-1.22,2.01
64.36,1.08,2.16,-1.25,2.16
64.36,1.08,2.16,-1.25,2.16
67.08,2.71,8.69,-7.24,8.16
64.36,1.08,2.19,-1.26,2.18
67.08,2.71,8.71,-7.24,8.48
