total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate
64.15,3.08,2.18,4.82,-1.25
64.15,0.31,2.21,5.55,-1.26
107.64,40.99,9.03,21.98,-7.23
104.74,39.03,9.03,20.0,-7.26
106.16,39.99,9.03,20.79,-7.24
107.64,40.99,9.03,21.98,-7.23
108.5,41.58,9.03,22.37,-7.22
63.67,13.75,3.13,3.45,-1.26
93.27,30.13,8.42,17.74,-6.36
126.59,55.42,8.96,29.84,-7.03
125.23,57.56,8.82,28.0,-6.82
67.76,80.78,2.97,1.71,-1.07
63.67,13.75,3.09,2.99,-1.21
92.77,31.35,8.01,11.12,-5.92
118.89,49.13,9.01,26.21,-7.14
129.74,58.25,8.92,31.77,-6.96
127.51,59.6,8.87,30.1,-6.89
129.74,58.25,8.91,31.26,-6.94
105.3,39.66,8.54,20.09,-6.49
110.06,44.34,8.67,23.21,-6.64
125.23,54.22,8.81,27.62,-6.8
104.08,38.6,9.01,18.81,-7.27
99.42,35.58,8.99,16.55,-7.29
104.08,38.6,9.02,19.01,-7.27
79.31,7.48,8.72,6.13,-7.24
75.05,17.9,8.88,11.13,-7.29
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.76,-1.07
63.67,13.75,3.09,2.99,-1.21
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.71,-1.07
62.86,13.54,7.57,4.81,-5.47
63.67,13.75,3.09,2.99,-1.21
67.76,80.78,2.97,1.71,-1.07
105.96,181.62,2.92,1.32,-1.03
63.67,13.75,3.13,3.45,-1.26
63.67,13.75,3.09,2.99,-1.21
74.99,20.32,7.83,8.62,-5.74
66.74,15.62,7.75,7.48,-5.65
89.62,29.41,8.26,14.84,-6.18
88.73,28.86,8.3,15.61,-6.23
92.77,31.35,8.01,11.12,-5.92
123.26,52.56,8.78,26.45,-6.77
116.57,45.78,9.03,24.3,-7.18
116.57,47.35,9.02,24.67,-7.17
118.89,49.13,9.02,26.02,-7.14
123.03,52.44,8.99,28.16,-7.09
126.59,55.42,8.96,29.84,-7.03
123.03,52.44,8.99,27.97,-7.09
126.59,55.42,8.95,30.37,-7.02
129.74,58.25,8.92,31.8,-6.96
128.21,56.86,8.95,30.73,-7.0
129.74,58.25,8.9,31.08,-6.93
127.51,57.56,8.85,29.14,-6.86
127.51,59.6,8.87,29.9,-6.89
129.74,59.6,8.9,30.89,-6.92
128.21,56.86,8.93,31.26,-6.98
92.77,31.35,7.99,10.93,-5.91
105.3,39.66,8.47,18.72,-6.41
93.27,30.13,8.35,16.39,-6.28
108.36,41.45,8.59,21.27,-6.55
105.3,39.66,8.54,20.09,-6.49
123.26,44.87,8.75,25.5,-6.73
111.71,44.34,8.71,24.16,-6.68
125.23,57.56,8.84,28.57,-6.84
125.23,54.22,8.81,27.62,-6.8
108.36,41.45,8.59,21.27,-6.55
111.71,44.87,8.73,24.73,-6.7
111.71,44.34,8.7,23.97,-6.67
99.42,35.58,9.0,17.12,-7.28
105.55,39.58,9.02,20.39,-7.25
121.06,50.82,9.01,26.8,-7.12
124.86,53.94,8.98,28.75,-7.07
113.09,45.78,9.03,23.74,-7.19
116.57,47.35,9.02,25.43,-7.16
104.08,38.6,9.02,19.01,-7.27
107.03,40.58,9.03,20.79,-7.24
95.89,33.34,8.97,15.42,-7.29
100.67,36.38,9.0,17.68,-7.28
104.08,38.6,9.01,18.44,-7.27
75.05,17.9,8.88,10.97,-7.29
80.99,24.23,8.93,13.21,-7.3
65.47,1.95,8.71,6.01,-7.24
65.72,15.06,8.83,9.41,-7.28
65.72,15.06,8.83,9.23,-7.28
91.29,31.22,8.94,13.37,-7.3
75.05,17.9,8.88,11.13,-7.29
91.29,31.22,8.94,13.54,-7.3
103.37,16.69,2.03,0.53,-1.22
65.47,1.95,8.69,5.36,-7.23
66.09,2.14,2.16,4.35,-1.25
65.47,1.95,8.69,5.55,-7.23
107.03,40.58,9.03,21.38,-7.24
67.76,80.78,2.96,1.62,-1.06
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.96,1.62,-1.06
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.76,-1.07
67.76,80.78,2.97,1.71,-1.07
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.09,2.99,-1.21
67.76,80.78,2.97,1.76,-1.07
63.67,13.75,3.09,2.99,-1.21
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.71,-1.07
63.67,13.75,3.15,3.62,-1.28
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.13,3.45,-1.26
67.76,80.78,2.97,1.76,-1.07
63.67,13.75,3.09,2.99,-1.21
67.76,80.78,2.97,1.71,-1.07
67.76,80.78,2.97,1.71,-1.07
105.96,181.62,2.92,1.32,-1.03
67.76,80.78,2.96,1.62,-1.06
380.41,186.79,2.37,2.46,-0.51
67.76,80.78,2.96,1.62,-1.06
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.09,2.99,-1.21
63.67,13.75,3.13,3.45,-1.26
63.67,13.75,3.09,2.99,-1.21
62.86,13.54,7.57,4.81,-5.47
63.67,13.75,3.13,3.45,-1.26
62.86,13.54,7.63,5.72,-5.53
62.86,13.54,7.57,4.81,-5.47
66.74,15.62,7.7,6.76,-5.6
93.33,31.71,7.91,9.71,-5.82
93.33,31.71,7.91,9.71,-5.82
66.74,15.62,7.75,7.48,-5.65
92.13,30.96,8.09,12.31,-6.01
92.13,30.96,8.09,12.31,-6.01
92.77,31.35,8.02,11.32,-5.94
93.27,30.13,8.33,16.0,-6.25
93.27,30.13,8.35,16.39,-6.28
89.62,29.41,8.28,15.23,-6.2
92.13,30.96,8.08,12.11,-5.99
92.77,31.35,8.01,11.12,-5.92
92.13,30.96,8.08,12.11,-5.99
93.33,31.71,7.96,10.42,-5.87
93.33,31.71,7.96,10.42,-5.87
105.3,39.66,8.45,18.33,-6.39
93.27,30.13,8.37,16.77,-6.3
88.73,28.86,8.3,15.61,-6.23
90.48,29.94,8.23,14.46,-6.15
125.23,57.56,8.82,28.19,-6.82
125.23,54.22,8.81,27.62,-6.8
116.57,47.35,9.02,25.24,-7.16
113.09,45.78,9.03,23.55,-7.2
113.09,45.78,9.03,23.74,-7.19
116.57,45.78,9.03,24.49,-7.18
116.57,47.35,9.02,25.43,-7.16
118.89,49.13,9.02,26.02,-7.14
116.57,47.35,9.02,25.43,-7.16
121.06,50.82,9.0,27.19,-7.11
123.03,52.44,8.99,27.97,-7.09
121.06,50.82,9.01,26.99,-7.12
124.86,53.94,8.98,29.13,-7.06
126.59,55.42,8.96,29.84,-7.03
124.86,53.94,8.98,28.95,-7.06
126.59,55.42,8.97,29.66,-7.04
124.86,53.94,8.98,28.75,-7.07
124.86,53.94,8.98,28.75,-7.07
121.06,50.82,9.01,26.99,-7.12
123.03,52.44,9.0,27.77,-7.1
126.59,55.42,8.96,30.2,-7.02
126.59,55.42,8.95,30.37,-7.02
126.59,55.42,8.95,30.37,-7.02
129.74,58.25,8.92,31.77,-6.96
129.74,58.25,8.92,31.8,-6.96
129.74,58.25,8.92,31.77,-6.96
129.74,58.25,8.91,31.62,-6.95
129.74,58.25,8.92,31.77,-6.96
129.74,58.25,8.92,31.77,-6.96
129.74,58.25,8.91,31.62,-6.95
129.74,59.6,8.9,30.89,-6.92
127.51,59.6,8.87,29.9,-6.89
127.51,59.6,8.87,30.1,-6.89
127.51,59.6,8.87,30.1,-6.89
125.23,57.56,8.84,28.57,-6.84
127.51,57.56,8.85,28.95,-6.85
127.51,59.6,8.87,29.71,-6.88
129.74,59.6,8.9,30.89,-6.92
129.74,59.6,8.9,30.89,-6.92
127.51,59.6,8.87,30.1,-6.89
129.74,58.25,8.91,31.26,-6.94
129.74,59.6,8.9,30.89,-6.92
129.74,58.25,8.9,31.08,-6.93
126.59,55.42,8.95,30.37,-7.02
126.59,55.42,8.95,30.37,-7.02
129.74,58.25,8.92,31.8,-6.96
128.21,56.86,8.94,31.08,-6.99
127.51,57.56,8.86,29.33,-6.87
62.86,13.54,7.63,5.72,-5.53
92.77,31.35,7.99,10.93,-5.91
93.33,31.71,7.91,9.71,-5.82
93.33,31.71,7.96,10.42,-5.87
66.74,15.62,7.75,7.48,-5.65
93.27,30.13,8.33,16.0,-6.25
92.13,30.96,8.05,11.71,-5.96
105.3,39.66,8.45,18.33,-6.39
93.27,30.13,8.37,16.77,-6.3
105.3,39.66,8.5,19.31,-6.45
105.3,39.66,8.47,18.72,-6.41
105.3,39.66,8.45,18.33,-6.39
88.73,28.86,8.3,15.61,-6.23
93.27,30.13,8.33,16.0,-6.25
105.3,39.66,8.51,19.5,-6.46
105.3,39.66,8.48,18.92,-6.42
105.3,39.66,8.54,20.09,-6.49
110.06,42.65,8.62,21.85,-6.58
108.36,41.45,8.59,21.27,-6.55
108.36,41.45,8.57,20.68,-6.52
123.26,44.87,8.75,25.31,-6.73
125.23,54.22,8.81,27.62,-6.8
123.26,44.87,8.76,25.88,-6.75
111.71,44.34,8.71,24.35,-6.69
110.06,44.34,8.69,23.59,-6.66
111.71,44.87,8.73,24.73,-6.7
110.06,42.65,8.67,23.02,-6.63
125.23,57.56,8.82,28.0,-6.82
125.23,57.56,8.81,27.81,-6.81
127.51,59.6,8.87,29.71,-6.88
125.23,57.56,8.84,28.76,-6.85
125.23,57.56,8.81,27.81,-6.81
125.23,54.22,8.81,27.62,-6.8
125.23,57.56,8.81,27.81,-6.81
105.3,39.66,8.5,19.31,-6.45
110.06,42.65,8.62,21.85,-6.58
108.36,41.45,8.56,20.48,-6.51
108.36,41.45,8.56,20.48,-6.51
105.3,39.66,8.54,20.09,-6.49
111.71,44.87,8.74,25.12,-6.72
111.71,44.34,8.7,23.97,-6.67
125.23,54.22,8.81,27.62,-6.8
123.26,44.87,8.75,25.5,-6.73
125.23,54.22,8.81,27.62,-6.8
111.71,44.87,8.74,25.12,-6.72
108.36,41.45,8.59,21.27,-6.55
110.06,44.34,8.69,23.59,-6.66
111.71,44.34,8.71,24.35,-6.69
110.06,42.65,8.62,21.85,-6.58
104.08,38.6,9.01,18.06,-7.28
104.08,38.6,9.02,19.4,-7.26
105.55,39.58,9.02,20.19,-7.25
107.03,40.58,9.03,21.38,-7.24
108.5,41.58,9.03,21.98,-7.23
107.03,40.58,9.03,21.19,-7.24
126.59,55.42,8.95,30.37,-7.02
129.74,58.25,8.92,31.77,-6.96
126.59,55.42,8.96,30.2,-7.02
126.59,55.42,8.95,30.37,-7.02
123.03,52.44,8.99,28.36,-7.08
124.86,53.94,8.97,29.31,-7.05
118.89,49.13,9.01,26.41,-7.13
121.06,50.82,9.0,27.38,-7.11
123.03,52.44,8.99,27.97,-7.09
116.57,47.35,9.02,25.24,-7.16
116.57,47.35,9.02,25.43,-7.16
111.76,44.27,9.03,22.57,-7.22
116.57,45.78,9.03,24.11,-7.19
116.57,45.78,9.03,24.11,-7.19
116.57,47.35,9.02,25.05,-7.17
116.57,47.35,9.02,24.67,-7.17
118.89,49.13,9.02,26.02,-7.14
116.57,47.35,9.02,25.43,-7.16
107.03,40.58,9.03,20.59,-7.25
107.03,40.58,9.03,21.38,-7.24
104.08,38.6,9.02,19.01,-7.27
105.55,39.58,9.02,19.6,-7.26
104.08,38.6,9.02,19.01,-7.27
105.55,39.58,9.02,20.0,-7.26
105.55,39.58,9.02,19.6,-7.26
99.42,35.58,9.0,17.31,-7.28
104.08,38.6,9.01,18.25,-7.27
94.33,32.37,8.97,15.05,-7.29
99.42,35.58,8.99,16.55,-7.29
95.89,33.34,8.98,15.61,-7.29
99.42,35.58,9.0,17.12,-7.28
99.42,35.58,8.99,16.55,-7.29
99.42,35.58,8.99,16.74,-7.29
100.67,36.38,9.0,17.68,-7.28
99.42,35.58,9.0,17.31,-7.28
104.08,38.6,9.01,18.81,-7.27
104.08,38.6,9.01,18.81,-7.27
104.08,38.6,9.01,18.62,-7.27
104.08,38.6,9.01,18.06,-7.28
104.08,38.6,9.01,18.81,-7.27
80.99,24.23,8.93,13.04,-7.3
91.29,31.22,8.94,13.7,-7.3
75.05,17.9,8.88,11.13,-7.29
75.05,21.66,8.89,11.45,-7.29
75.05,21.66,8.89,11.45,-7.29
79.31,7.48,8.72,6.25,-7.25
65.01,14.55,8.8,8.31,-7.27
65.47,1.95,8.71,6.01,-7.24
65.01,14.55,8.8,8.46,-7.27
65.01,14.55,8.8,8.46,-7.27
65.47,1.95,8.71,6.01,-7.24
65.01,14.55,8.81,8.57,-7.27
65.01,14.55,8.8,8.46,-7.27
65.72,15.06,8.85,10.11,-7.29
65.72,15.06,8.85,10.11,-7.29
65.72,15.06,8.83,9.41,-7.28
65.72,15.06,8.85,10.11,-7.29
65.72,15.06,8.83,9.23,-7.28
65.72,15.06,8.85,10.11,-7.29
91.29,31.22,8.94,13.7,-7.3
75.05,21.66,8.89,11.45,-7.29
91.29,31.22,8.94,13.37,-7.3
94.33,32.37,8.97,14.86,-7.29
94.33,32.37,8.96,14.67,-7.29
65.72,15.06,8.85,10.11,-7.29
75.05,17.9,8.88,11.13,-7.29
94.33,32.37,8.97,15.05,-7.29
75.05,21.66,8.89,11.45,-7.29
75.05,21.66,8.89,11.45,-7.29
91.29,31.22,8.94,13.37,-7.3
103.37,16.69,2.01,0.08,-1.21
103.37,16.69,2.01,0.08,-1.21
65.47,1.95,8.71,5.88,-7.24
66.09,2.14,2.16,4.35,-1.25
66.09,2.14,2.16,4.35,-1.25
103.37,16.69,2.03,0.53,-1.22
66.09,2.14,2.16,4.35,-1.25
66.09,2.14,2.16,4.35,-1.25
65.47,1.95,8.69,5.55,-7.23
66.09,1.95,2.19,5.01,-1.25
65.47,1.95,8.71,5.88,-7.24
65.47,1.95,8.71,5.88,-7.24
65.47,1.95,8.71,5.88,-7.24
66.09,2.14,2.17,4.5,-1.25
66.09,1.95,2.18,4.82,-1.25
65.47,1.95,8.69,5.55,-7.23
108.5,41.58,9.03,21.98,-7.23
105.55,39.58,9.02,20.0,-7.26
107.03,40.58,9.03,20.79,-7.24
108.5,41.58,9.03,21.98,-7.23
109.33,42.16,9.03,22.37,-7.22
60.82,13.66,1.79,3.45,-0.94
97.75,35.98,8.38,17.16,-6.32
131.94,61.77,8.96,29.84,-7.03
126.69,56.77,8.81,27.81,-6.81
60.82,26.84,1.76,1.71,-0.93
60.82,13.66,1.78,2.99,-0.94
91.98,30.87,7.97,10.73,-5.88
121.09,50.85,9.01,26.21,-7.14
133.32,61.77,8.91,31.8,-6.95
128.99,60.96,8.87,30.1,-6.89
131.21,59.65,8.9,31.26,-6.93
106.47,42.3,8.53,20.09,-6.48
112.05,44.04,8.67,23.4,-6.64
126.69,56.77,8.8,27.62,-6.8
104.94,39.17,9.01,18.81,-7.27
99.71,35.76,8.99,16.55,-7.29
104.94,39.17,9.01,19.01,-7.27
54.89,8.29,8.72,6.13,-7.25
74.85,20.51,8.88,11.29,-7.3
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.76,-0.93
60.82,13.66,1.78,2.99,-0.94
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.71,-0.93
63.33,13.54,7.56,4.81,-5.46
60.82,13.66,1.78,2.99,-0.94
60.82,26.84,1.76,1.71,-0.93
91.09,179.31,1.75,1.32,0.93
60.82,13.66,1.79,3.62,-0.94
60.82,13.66,1.78,2.99,-0.94
80.87,24.25,7.77,7.96,-5.68
66.79,15.66,7.72,7.31,-5.63
89.26,29.18,8.25,14.84,-6.17
89.26,29.18,8.29,15.61,-6.22
91.98,30.87,8.01,11.32,-5.93
124.32,53.45,8.77,26.26,-6.76
116.55,47.35,9.02,24.3,-7.18
118.91,49.14,9.02,24.67,-7.17
121.09,50.85,9.01,26.02,-7.14
130.47,54.0,8.99,28.16,-7.08
131.94,61.77,8.96,29.84,-7.03
130.47,54.0,8.99,27.97,-7.09
131.94,61.77,8.95,30.37,-7.01
133.32,61.77,8.91,31.8,-6.95
133.32,61.77,8.94,30.73,-7.0
131.21,60.96,8.89,31.08,-6.93
128.99,58.85,8.84,29.14,-6.85
128.99,60.96,8.86,29.9,-6.88
131.21,60.96,8.89,30.89,-6.92
133.32,61.77,8.93,31.26,-6.98
91.98,30.87,7.97,10.73,-5.88
106.47,39.94,8.49,19.11,-6.43
97.75,35.98,8.34,16.39,-6.27
108.6,41.62,8.6,21.46,-6.55
106.47,42.3,8.53,20.09,-6.48
112.83,44.6,8.74,25.5,-6.73
112.05,44.04,8.7,24.16,-6.67
126.69,58.85,8.82,28.38,-6.83
126.69,56.77,8.81,27.81,-6.81
108.6,42.3,8.58,21.07,-6.53
112.83,44.6,8.72,24.73,-6.7
112.05,44.04,8.69,23.97,-6.67
99.71,35.76,8.99,16.93,-7.29
106.41,40.16,9.02,20.39,-7.25
123.09,52.46,9.0,26.99,-7.12
130.47,55.48,8.98,28.75,-7.06
116.55,47.35,9.02,23.92,-7.19
118.91,49.14,9.01,25.43,-7.16
104.94,39.17,9.01,19.01,-7.27
107.88,41.15,9.02,20.59,-7.25
98.42,33.51,8.97,15.42,-7.29
100.88,36.52,9.0,17.68,-7.28
104.94,39.17,9.01,18.44,-7.27
71.41,20.51,8.88,10.97,-7.29
89.3,30.26,8.93,13.21,-7.3
67.08,2.71,8.71,6.01,-7.25
66.56,15.51,8.83,9.41,-7.28
66.56,15.51,8.83,9.23,-7.28
89.3,30.26,8.93,13.37,-7.3
74.85,20.51,8.88,11.29,-7.3
89.3,30.26,8.93,13.37,-7.3
97.03,14.48,2.03,0.53,-1.22
67.08,2.71,8.69,5.38,-7.24
64.36,1.08,2.16,4.35,-1.25
67.08,2.71,8.69,5.55,-7.24
107.88,41.15,9.02,21.38,-7.24
60.82,26.84,1.76,1.62,0.93
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.62,0.93
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.76,-0.93
60.82,26.84,1.76,1.71,-0.93
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.78,2.99,-0.94
60.82,26.84,1.76,1.76,-0.93
60.82,13.66,1.78,2.85,0.94
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.71,-0.93
60.82,13.66,1.79,3.62,-0.94
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.79,3.62,-0.94
60.82,26.84,1.76,1.76,-0.93
60.82,13.66,1.78,2.99,-0.94
60.82,26.84,1.76,1.71,-0.93
60.82,26.84,1.76,1.71,-0.93
91.09,179.31,1.75,1.32,0.93
60.82,26.84,1.76,1.62,0.93
366.38,186.65,1.65,2.46,-0.94
60.82,26.84,1.76,1.62,0.93
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.78,2.99,-0.94
60.82,13.66,1.79,3.62,-0.94
60.82,13.66,1.79,3.45,-0.94
63.33,13.54,7.56,4.81,-5.46
60.82,13.66,1.79,3.45,-0.94
63.33,13.54,7.59,5.23,-5.49
63.33,13.54,7.56,4.81,-5.46
66.79,15.66,7.68,6.6,-5.58
92.54,31.21,7.91,9.87,-5.82
92.54,31.21,7.91,9.87,-5.82
80.87,24.25,7.75,7.65,-5.66
91.42,30.52,8.08,12.31,-6.0
91.42,30.52,8.08,12.31,-6.0
91.98,30.87,8.01,11.32,-5.93
97.75,35.98,8.32,16.0,-6.25
97.75,35.98,8.34,16.39,-6.27
89.26,29.18,8.27,15.23,-6.2
91.42,30.52,8.05,11.91,-5.97
91.98,30.87,8.0,11.12,-5.91
91.42,30.52,8.05,11.91,-5.97
92.54,31.21,7.95,10.42,-5.86
92.54,31.21,7.95,10.42,-5.86
106.47,39.88,8.45,18.33,-6.38
97.75,35.98,8.36,16.77,-6.29
89.26,29.18,8.29,15.61,-6.22
90.09,29.7,8.22,14.46,-6.15
126.69,58.85,8.82,28.19,-6.82
126.69,56.77,8.8,27.62,-6.8
118.91,49.14,9.02,25.24,-7.16
116.55,47.35,9.02,23.55,-7.2
116.55,47.35,9.02,23.92,-7.19
116.55,47.35,9.02,24.49,-7.18
118.91,49.14,9.01,25.43,-7.16
121.09,50.85,9.01,26.02,-7.14
118.91,49.14,9.01,25.43,-7.16
123.09,52.46,9.0,27.19,-7.11
130.47,54.0,8.99,27.97,-7.09
123.09,52.46,9.0,26.99,-7.12
130.47,55.48,8.97,29.13,-7.05
131.94,61.77,8.96,29.84,-7.03
130.47,55.48,8.97,28.95,-7.06
131.94,56.91,8.96,29.66,-7.04
130.47,55.48,8.98,28.75,-7.06
130.47,55.48,8.98,28.75,-7.06
123.09,52.46,9.0,26.99,-7.12
124.93,54.0,8.99,27.77,-7.09
131.94,61.77,8.95,30.2,-7.02
131.94,61.77,8.94,30.55,-7.01
131.94,61.77,8.95,30.37,-7.01
133.32,61.77,8.92,31.77,-6.96
133.32,61.77,8.91,31.8,-6.95
133.32,61.77,8.92,31.77,-6.96
133.32,61.77,8.91,31.8,-6.95
133.32,61.77,8.91,31.8,-6.95
133.32,61.77,8.92,31.77,-6.96
133.32,61.77,8.91,31.8,-6.95
131.21,60.96,8.89,30.89,-6.92
128.99,60.96,8.86,29.9,-6.88
128.99,60.96,8.87,30.1,-6.89
128.99,60.96,8.87,30.1,-6.89
126.69,58.85,8.83,28.57,-6.83
128.99,58.85,8.84,28.95,-6.85
128.99,60.96,8.86,29.71,-6.87
131.21,60.96,8.89,30.89,-6.92
131.21,60.96,8.89,30.89,-6.92
128.99,60.96,8.87,30.1,-6.89
131.21,59.65,8.9,31.26,-6.93
131.21,60.96,8.89,30.89,-6.92
131.21,60.96,8.89,31.08,-6.93
131.94,61.77,8.95,30.37,-7.01
131.94,61.77,8.95,30.37,-7.01
133.32,61.77,8.91,31.8,-6.95
133.32,61.77,8.93,31.08,-6.99
128.99,58.85,8.85,29.33,-6.86
63.33,13.54,7.59,5.23,-5.49
91.98,30.87,7.97,10.73,-5.88
92.54,31.21,7.88,9.52,-5.79
91.98,30.87,7.96,10.56,-5.87
66.79,15.66,7.72,7.31,-5.63
97.75,35.98,8.32,16.0,-6.25
91.42,30.52,8.05,11.91,-5.97
106.47,39.88,8.44,18.13,-6.37
97.75,35.98,8.36,16.77,-6.29
106.47,39.94,8.5,19.5,-6.45
106.47,39.88,8.47,18.72,-6.41
106.47,39.88,8.44,18.13,-6.37
89.26,29.18,8.29,15.61,-6.22
97.75,35.98,8.34,16.39,-6.27
106.47,39.94,8.5,19.5,-6.45
106.47,39.94,8.49,19.11,-6.43
106.47,42.3,8.53,20.09,-6.48
110.53,42.82,8.61,21.85,-6.57
108.6,41.62,8.6,21.46,-6.55
108.6,42.3,8.57,20.87,-6.52
112.83,44.6,8.74,25.31,-6.72
126.69,56.77,8.8,27.62,-6.8
112.83,44.6,8.76,25.88,-6.74
112.05,44.04,8.71,24.35,-6.68
112.05,44.04,8.68,23.59,-6.65
112.83,44.6,8.72,24.73,-6.7
110.53,42.82,8.65,22.82,-6.62
126.69,56.77,8.81,28.0,-6.81
126.69,56.77,8.81,27.81,-6.81
128.99,60.96,8.85,29.52,-6.87
128.99,58.85,8.84,28.95,-6.85
126.69,56.77,8.81,27.81,-6.81
126.69,56.77,8.8,27.62,-6.8
126.69,56.77,8.81,27.81,-6.81
106.47,39.94,8.5,19.5,-6.45
110.53,42.82,8.61,21.85,-6.57
108.6,42.3,8.57,20.87,-6.52
108.6,42.3,8.55,20.48,-6.5
106.47,42.3,8.53,20.09,-6.48
112.83,44.6,8.74,25.31,-6.72
112.05,44.04,8.69,23.97,-6.67
126.69,56.77,8.8,27.62,-6.8
112.83,44.6,8.74,25.31,-6.72
126.69,56.77,8.8,27.62,-6.8
112.83,44.6,8.73,24.93,-6.7
108.6,42.3,8.58,21.07,-6.53
112.05,44.04,8.68,23.59,-6.65
112.05,44.04,8.71,24.35,-6.68
110.53,42.82,8.61,21.85,-6.57
104.94,39.17,9.0,18.06,-7.28
106.41,40.16,9.02,19.6,-7.26
106.41,40.16,9.02,20.19,-7.25
107.88,41.15,9.02,21.38,-7.24
109.33,42.16,9.03,21.98,-7.23
107.88,41.15,9.02,20.99,-7.24
131.94,61.77,8.95,30.37,-7.01
133.32,61.77,8.92,31.77,-6.96
131.94,61.77,8.95,30.2,-7.02
131.94,61.77,8.95,30.37,-7.01
130.47,54.0,8.98,28.36,-7.08
130.47,55.48,8.97,29.31,-7.05
121.09,50.85,9.01,26.41,-7.13
123.09,52.46,9.0,27.38,-7.1
130.47,54.0,8.99,27.97,-7.09
118.91,49.14,9.02,25.24,-7.16
118.91,49.14,9.01,25.43,-7.16
111.0,43.31,9.03,22.57,-7.21
116.55,47.35,9.02,24.3,-7.18
116.55,47.35,9.02,24.3,-7.18
118.91,49.14,9.02,25.05,-7.16
118.91,49.14,9.02,24.67,-7.17
121.09,50.85,9.01,26.02,-7.14
118.91,49.14,9.01,25.43,-7.16
107.88,41.15,9.02,20.59,-7.25
107.88,41.15,9.02,21.38,-7.24
104.94,39.17,9.01,19.01,-7.27
106.41,40.16,9.02,19.6,-7.26
104.94,39.17,9.01,19.01,-7.27
106.41,40.16,9.02,20.0,-7.26
106.41,40.16,9.02,19.6,-7.26
99.71,35.76,9.0,17.31,-7.28
104.94,39.17,9.01,18.25,-7.28
98.42,32.58,8.97,15.05,-7.3
99.71,35.76,8.99,16.55,-7.29
98.42,33.51,8.97,15.61,-7.29
99.71,35.76,8.99,16.93,-7.29
99.71,35.76,8.99,16.55,-7.29
99.71,35.76,8.99,16.74,-7.29
104.94,39.17,9.0,17.87,-7.28
100.88,36.52,9.0,17.5,-7.28
104.94,39.17,9.01,18.81,-7.27
104.94,39.17,9.01,18.81,-7.27
104.94,39.17,9.01,18.81,-7.27
104.94,39.17,9.0,18.06,-7.28
104.94,39.17,9.01,18.81,-7.27
78.99,23.29,8.93,13.04,-7.3
89.3,30.26,8.94,13.54,-7.3
71.41,20.51,8.88,10.97,-7.29
74.85,20.51,8.89,11.45,-7.3
74.85,20.51,8.89,11.45,-7.3
54.89,8.29,8.72,6.25,-7.25
65.75,15.01,8.8,8.31,-7.27
67.08,2.71,8.71,6.01,-7.25
65.75,15.01,8.8,8.46,-7.28
65.75,15.01,8.8,8.46,-7.28
67.08,2.71,8.71,6.01,-7.25
65.75,15.01,8.8,8.57,-7.28
65.75,15.01,8.8,8.46,-7.28
71.41,15.51,8.85,10.11,-7.29
71.41,15.51,8.85,10.11,-7.29
66.56,15.51,8.83,9.41,-7.28
71.41,15.51,8.85,10.11,-7.29
66.56,15.51,8.83,9.23,-7.28
71.41,15.51,8.85,10.11,-7.29
89.3,30.26,8.94,13.7,-7.3
74.85,20.51,8.89,11.45,-7.3
89.3,30.26,8.93,13.37,-7.3
98.42,32.58,8.96,14.86,-7.3
89.3,30.26,8.95,14.16,-7.3
71.41,15.51,8.85,10.11,-7.29
74.85,20.51,8.88,11.29,-7.3
98.42,32.58,8.97,15.05,-7.3
74.85,20.51,8.89,11.45,-7.3
74.85,20.51,8.89,11.45,-7.3
89.3,30.26,8.93,13.37,-7.3
100.14,15.6,2.01,0.08,-1.21
100.14,15.6,2.01,0.08,-1.21
67.08,2.71,8.71,5.88,-7.24
64.36,1.08,2.16,4.35,-1.25
64.36,1.08,2.16,4.35,-1.25
97.03,14.48,2.03,0.53,-1.22
64.36,1.08,2.16,4.35,-1.25
64.36,1.08,2.16,4.35,-1.25
67.08,2.71,8.69,5.55,-7.24
64.36,1.08,2.19,5.01,-1.26
67.08,2.71,8.71,5.88,-7.24
